case_id,status,status_detail,scenario,solver_mode,root_index,is_selected,v1_hat,v2_hat,in_support,F1_v1_hat,F2_v2_hat,m_star,v1_star,v2_star,F1_v1_star,F2_v2_star,GT_rhs,GT_condition,loader_error_code,loader_error_detail,min1,max1,min2,max2,a1,a2,c1,c2,p
m1=5_m2=3_p=0.7_c1=14.3_c2=5.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.4057107,3.376776299,true,0.9603807131,0.02511841992,18.81587302,19.71428571,17.33333333,0.980952381,0.9555555556,0.02325581395,false,,,5,20,3,18,0.5,0.5,14.3,5.7,0.7
m1=5_m2=3_p=0.7_c1=14.3_c2=5.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.39835523,3.376915575,true,0.9598903488,0.02512770499,19.26507937,19.71428571,17.66666667,0.980952381,0.9777777778,0.01136363636,false,,,5,20,3,18,0.5,0.5,14.3,5.8,0.7
m1=5_m2=3_p=0.7_c1=14.4_c2=5.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.70994718,3.371104384,true,0.9806631457,0.02474029226,18.04761905,19.85714286,16.66666667,0.9904761905,0.9111111111,0.0487804878,false,,,5,20,3,18,0.5,0.5,14.4,5.5,0.7
m1=5_m2=3_p=0.7_c1=14.4_c2=5.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.70626023,3.371172098,true,0.9804173485,0.02474480653,18.5,19.85714286,17,0.9904761905,0.9333333333,0.03571428571,false,,,5,20,3,18,0.5,0.5,14.4,5.6,0.7
m1=5_m2=3_p=0.7_c1=14.4_c2=5.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.7025734,3.371239834,true,0.9801715601,0.02474932228,18.95238095,19.85714286,17.33333333,0.9904761905,0.9555555556,0.02325581395,false,,,5,20,3,18,0.5,0.5,14.4,5.7,0.7
m1=5_m2=3_p=0.7_c1=14.4_c2=5.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.6988867,3.371307593,true,0.9799257803,0.02475383952,19.4047619,19.85714286,17.66666667,0.9904761905,0.9777777778,0.01136363636,false,,,5,20,3,18,0.5,0.5,14.4,5.8,0.7
m1=5_m2=3_p=0.8_c1=16.1_c2=3.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.17487341,3.381196862,true,0.9449915604,0.02541312412,16.83333333,19.5,16,0.9666666667,0.8666666667,0.07692307692,false,,,5,20,3,18,0.5,0.5,16.1,3.7,0.8
m1=5_m2=3_p=0.8_c1=16.1_c2=3.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.16201891,3.381446078,true,0.9441345937,0.02542973854,17.5,19.5,16.5,0.9666666667,0.9,0.05555555556,false,,,5,20,3,18,0.5,0.5,16.1,3.8,0.8
m1=5_m2=3_p=0.8_c1=16.1_c2=3.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.14916609,3.381695588,true,0.9432777393,0.02544637252,18.16666667,19.5,17,0.9666666667,0.9333333333,0.03571428571,false,,,5,20,3,18,0.5,0.5,16.1,3.9,0.8
m1=5_m2=3_p=0.8_c1=16.1_c2=4.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.13631496,3.381945391,true,0.9424209974,0.02546302608,18.83333333,19.5,17.5,0.9666666667,0.9666666667,0.01724137931,false,,,5,20,3,18,0.5,0.5,16.1,4.0,0.8
m1=5_m2=3_p=0.8_c1=16.2_c2=3.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.38083031,3.377247825,true,0.9587220204,0.02514985503,16.94166667,19.625,16,0.975,0.8666666667,0.07692307692,false,,,5,20,3,18,0.5,0.5,16.2,3.7,0.8
m1=5_m2=3_p=0.8_c1=16.2_c2=3.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.37117404,3.377431146,true,0.9580782697,0.02516207643,17.6125,19.625,16.5,0.975,0.9,0.05555555556,false,,,5,20,3,18,0.5,0.5,16.2,3.8,0.8
m1=5_m2=3_p=0.8_c1=16.2_c2=3.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.36151871,3.377614628,true,0.9574345807,0.02517430854,18.28333333,19.625,17,0.975,0.9333333333,0.03571428571,false,,,5,20,3,18,0.5,0.5,16.2,3.9,0.8
m1=5_m2=3_p=0.8_c1=16.2_c2=4.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.3518643,3.37779827,true,0.9567909536,0.02518655137,18.95416667,19.625,17.5,0.975,0.9666666667,0.01724137931,false,,,5,20,3,18,0.5,0.5,16.2,4.0,0.8
m1=5_m2=3_p=0.8_c1=16.3_c2=3.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.58700749,3.373375676,true,0.9724671661,0.02489171173,17.05,19.75,16,0.9833333333,0.8666666667,0.07692307692,false,,,5,20,3,18,0.5,0.5,16.3,3.7,0.8
m1=5_m2=3_p=0.8_c1=16.3_c2=3.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.58055997,3.373495561,true,0.972037331,0.02489970404,17.725,19.75,16.5,0.9833333333,0.9,0.05555555556,false,,,5,20,3,18,0.5,0.5,16.3,3.8,0.8
m1=5_m2=3_p=0.8_c1=16.3_c2=3.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.57411284,3.373615515,true,0.9716075228,0.02490770097,18.4,19.75,17,0.9833333333,0.9333333333,0.03571428571,false,,,5,20,3,18,0.5,0.5,16.3,3.9,0.8
m1=5_m2=3_p=0.8_c1=16.3_c2=4.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.56766612,3.373735538,true,0.9711777415,0.02491570255,19.075,19.75,17.5,0.9833333333,0.9666666667,0.01724137931,false,,,5,20,3,18,0.5,0.5,16.3,4.0,0.8
m1=5_m2=3_p=0.8_c1=16.4_c2=3.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.79339924,3.3695783,true,0.9862266158,0.02463855336,17.15833333,19.875,16,0.9916666667,0.8666666667,0.07692307692,false,,,5,20,3,18,0.5,0.5,16.4,3.7,0.8
m1=5_m2=3_p=0.8_c1=16.4_c2=3.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.79017058,3.369637109,true,0.986011372,0.02464247395,17.8375,19.875,16.5,0.9916666667,0.9,0.05555555556,false,,,5,20,3,18,0.5,0.5,16.4,3.8,0.8
m1=5_m2=3_p=0.8_c1=16.4_c2=3.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.78694202,3.369695935,true,0.9857961348,0.02464639567,18.51666667,19.875,17,0.9916666667,0.9333333333,0.03571428571,false,,,5,20,3,18,0.5,0.5,16.4,3.9,0.8
m1=5_m2=3_p=0.8_c1=16.4_c2=4.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.78371356,3.369754778,true,0.9855809041,0.02465031852,19.19583333,19.875,17.5,0.9916666667,0.9666666667,0.01724137931,false,,,5,20,3,18,0.5,0.5,16.4,4.0,0.8
m1=5_m2=3_p=0.9_c1=18.1_c2=1.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.43374523,3.376246406,true,0.9622496822,0.02508309373,14.20740741,19.55555556,14,0.9703703704,0.7333333333,0.1818181818,false,,,5,20,3,18,0.5,0.5,18.1,1.9,0.9
m1=5_m2=3_p=0.9_c1=18.1_c2=2.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.42228931,3.376462759,true,0.9614859537,0.02509751727,15.54444444,19.55555556,15,0.9703703704,0.8,0.125,false,,,5,20,3,18,0.5,0.5,18.1,2.0,0.9
m1=5_m2=3_p=0.9_c1=18.1_c2=2.1,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.41083467,3.376679337,true,0.9607223112,0.02511195579,16.88148148,19.55555556,16,0.9703703704,0.8666666667,0.07692307692,false,,,5,20,3,18,0.5,0.5,18.1,2.1,0.9
m1=5_m2=3_p=0.9_c1=18.1_c2=2.2,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.39938132,3.37689614,true,0.9599587548,0.0251264093,18.21851852,19.55555556,17,0.9703703704,0.9333333333,0.03571428571,false,,,5,20,3,18,0.5,0.5,18.1,2.2,0.9
m1=5_m2=3_p=0.9_c1=18.2_c2=1.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.57522357,3.373594843,true,0.9716815714,0.02490632287,14.28888889,19.66666667,14,0.9777777778,0.7333333333,0.1818181818,false,,,5,20,3,18,0.5,0.5,18.2,1.9,0.9
m1=5_m2=3_p=0.9_c1=18.2_c2=2.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.56662381,3.373754951,true,0.9711082542,0.02491699673,15.63333333,19.66666667,15,0.9777777778,0.8,0.125,false,,,5,20,3,18,0.5,0.5,18.2,2.0,0.9
m1=5_m2=3_p=0.9_c1=18.2_c2=2.1,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.55802477,3.373915183,true,0.9705349847,0.02492767886,16.97777778,19.66666667,16,0.9777777778,0.8666666667,0.07692307692,false,,,5,20,3,18,0.5,0.5,18.2,2.1,0.9
m1=5_m2=3_p=0.9_c1=18.2_c2=2.2,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.54942644,3.374075539,true,0.9699617629,0.02493836926,18.32222222,19.66666667,17,0.9777777778,0.9333333333,0.03571428571,false,,,5,20,3,18,0.5,0.5,18.2,2.2,0.9
m1=5_m2=3_p=0.9_c1=18.3_c2=1.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.71675951,3.370979335,true,0.9811173006,0.02473195567,14.37037037,19.77777778,14,0.9851851852,0.7333333333,0.1818181818,false,,,5,20,3,18,0.5,0.5,18.3,1.9,0.9
m1=5_m2=3_p=0.9_c1=18.3_c2=2.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.71102121,3.371084663,true,0.9807347471,0.02473897756,15.72222222,19.77777778,15,0.9851851852,0.8,0.125,false,,,5,20,3,18,0.5,0.5,18.3,2.0,0.9
m1=5_m2=3_p=0.9_c1=18.3_c2=2.1,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.70528322,3.371190046,true,0.9803522145,0.02474600304,17.07407407,19.77777778,16,0.9851851852,0.8666666667,0.07692307692,false,,,5,20,3,18,0.5,0.5,18.3,2.1,0.9
m1=5_m2=3_p=0.9_c1=18.3_c2=2.2,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.69954554,3.371295482,true,0.9799697028,0.02475303214,18.42592593,19.77777778,17,0.9851851852,0.9333333333,0.03571428571,false,,,5,20,3,18,0.5,0.5,18.3,2.2,0.9
m1=5_m2=3_p=0.9_c1=18.4_c2=1.9,solver_no_valid_solution,bluffing_no_root_found,bluffing,research,,,,,,,,,19.88888889,14,0.9925925926,0.7333333333,0.1818181818,false,,,5,20,3,18,0.5,0.5,18.4,1.9,0.9
m1=5_m2=3_p=0.9_c1=18.4_c2=2.0,solver_no_valid_solution,bluffing_no_root_found,bluffing,research,,,,,,,,,19.88888889,15,0.9925925926,0.8,0.125,false,,,5,20,3,18,0.5,0.5,18.4,2.0,0.9
m1=5_m2=3_p=0.9_c1=18.4_c2=2.1,solver_no_valid_solution,bluffing_no_root_found,bluffing,research,,,,,,,,,19.88888889,16,0.9925925926,0.8666666667,0.07692307692,false,,,5,20,3,18,0.5,0.5,18.4,2.1,0.9
m1=5_m2=3_p=0.9_c1=18.4_c2=2.2,solver_no_valid_solution,bluffing_no_root_found,bluffing,research,,,,,,,,,19.88888889,17,0.9925925926,0.9333333333,0.03571428571,false,,,5,20,3,18,0.5,0.5,18.4,2.2,0.9
m1=5_m2=4_p=0.3_c1=6.1_c2=13.4,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.03358611,4.453622097,true,0.7355724071,0.03024147313,17.93650794,18.66666667,18.42857143,0.9111111111,0.9619047619,0.0198019802,false,,,5,20,4,19,0.5,0.5,6.1,13.4,0.3
m1=5_m2=4_p=0.3_c1=6.1_c2=13.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.00719576,4.454347311,true,0.733813051,0.0302898207,18.11904762,18.66666667,18.57142857,0.9111111111,0.9714285714,0.01470588235,false,,,5,20,4,19,0.5,0.5,6.1,13.5,0.3
m1=5_m2=4_p=0.3_c1=6.1_c2=13.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.98081466,4.455074592,true,0.7320543105,0.03033830611,18.3015873,18.66666667,18.71428571,0.9111111111,0.980952381,0.009708737864,false,,,5,20,4,19,0.5,0.5,6.1,13.6,0.3
m1=5_m2=4_p=0.3_c1=6.1_c2=13.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.95444282,4.455803948,true,0.730296188,0.03038692987,18.48412698,18.66666667,18.85714286,0.9111111111,0.9904761905,0.004807692308,false,,,5,20,4,19,0.5,0.5,6.1,13.7,0.3
m1=5_m2=4_p=0.3_c1=6.2_c2=13.4,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,17.01144145,4.428291413,true,0.8007627635,0.02855276085,18.25714286,19,18.42857143,0.9333333333,0.9619047619,0.0198019802,false,,,5,20,4,19,0.5,0.5,6.2,13.4,0.3
m1=5_m2=4_p=0.3_c1=6.2_c2=13.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.99141988,4.428781657,true,0.7994279922,0.0285854438,18.44285714,19,18.57142857,0.9333333333,0.9714285714,0.01470588235,false,,,5,20,4,19,0.5,0.5,6.2,13.5,0.3
m1=5_m2=4_p=0.3_c1=6.2_c2=13.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.97140285,4.429272913,true,0.7980935236,0.02861819421,18.62857143,19,18.71428571,0.9333333333,0.980952381,0.009708737864,false,,,5,20,4,19,0.5,0.5,6.2,13.6,0.3
m1=5_m2=4_p=0.3_c1=6.2_c2=13.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.95139038,4.429765184,true,0.7967593588,0.02865101227,18.81428571,19,18.85714286,0.9333333333,0.9904761905,0.004807692308,false,,,5,20,4,19,0.5,0.5,6.2,13.7,0.3
m1=5_m2=4_p=0.3_c1=6.3_c2=13.4,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,17.99927124,4.405421376,true,0.8666180829,0.02702809172,18.57777778,19.33333333,18.42857143,0.9555555556,0.9619047619,0.0198019802,false,,,5,20,4,19,0.5,0.5,6.3,13.4,0.3
m1=5_m2=4_p=0.3_c1=6.3_c2=13.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,17.98579018,4.405717036,true,0.8657193456,0.02704780239,18.76666667,19.33333333,18.57142857,0.9555555556,0.9714285714,0.01470588235,false,,,5,20,4,19,0.5,0.5,6.3,13.5,0.3
m1=5_m2=4_p=0.3_c1=6.3_c2=13.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,17.9723109,4.406013089,true,0.8648207264,0.02706753924,18.95555556,19.33333333,18.71428571,0.9555555556,0.980952381,0.009708737864,false,,,5,20,4,19,0.5,0.5,6.3,13.6,0.3
m1=5_m2=4_p=0.3_c1=6.3_c2=13.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,17.95883338,4.406309535,true,0.8639222255,0.0270873023,19.14444444,19.33333333,18.85714286,0.9555555556,0.9904761905,0.004807692308,false,,,5,20,4,19,0.5,0.5,6.3,13.7,0.3
m1=5_m2=4_p=0.3_c1=6.4_c2=13.4,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.9958158,4.384697931,true,0.933054387,0.02564652872,18.8984127,19.66666667,18.42857143,0.9777777778,0.9619047619,0.0198019802,false,,,5,20,4,19,0.5,0.5,6.4,13.4,0.3
m1=5_m2=4_p=0.3_c1=6.4_c2=13.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.9890168,4.384832138,true,0.9326011202,0.02565547585,19.09047619,19.66666667,18.57142857,0.9777777778,0.9714285714,0.01470588235,false,,,5,20,4,19,0.5,0.5,6.4,13.5,0.3
m1=5_m2=4_p=0.3_c1=6.4_c2=13.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.98221819,4.384966431,true,0.9321478793,0.02566442872,19.28253968,19.66666667,18.71428571,0.9777777778,0.980952381,0.009708737864,false,,,5,20,4,19,0.5,0.5,6.4,13.6,0.3
m1=5_m2=4_p=0.3_c1=6.4_c2=13.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.97541997,4.38510081,true,0.9316946645,0.02567338732,19.47460317,19.66666667,18.85714286,0.9777777778,0.9904761905,0.004807692308,false,,,5,20,4,19,0.5,0.5,6.4,13.7,0.3
m1=5_m2=4_p=0.4_c1=8.1_c2=11.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,17.30383889,4.421257463,true,0.820255926,0.02808383086,18.13333333,19,18.33333333,0.9333333333,0.9555555556,0.02325581395,false,,,5,20,4,19,0.5,0.5,8.1,11.5,0.4
m1=5_m2=4_p=0.4_c1=8.1_c2=11.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,17.28374293,4.421733492,true,0.8189161953,0.02811556611,18.35,19,18.5,0.9333333333,0.9666666667,0.01724137931,false,,,5,20,4,19,0.5,0.5,8.1,11.6,0.4
m1=5_m2=4_p=0.4_c1=8.1_c2=11.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,17.26365132,4.422210494,true,0.8175767545,0.02814736627,18.56666667,19,18.66666667,0.9333333333,0.9777777778,0.01136363636,false,,,5,20,4,19,0.5,0.5,8.1,11.7,0.4
m1=5_m2=4_p=0.4_c1=8.1_c2=11.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,17.24356407,4.422688473,true,0.8162376045,0.02817923153,18.78333333,19,18.83333333,0.9333333333,0.9888888889,0.005617977528,false,,,5,20,4,19,0.5,0.5,8.1,11.8,0.4
m1=5_m2=4_p=0.4_c1=8.2_c2=11.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,17.97252638,4.406008352,true,0.8648350921,0.02706722349,18.37222222,19.25,18.33333333,0.95,0.9555555556,0.02325581395,false,,,5,20,4,19,0.5,0.5,8.2,11.5,0.4
m1=5_m2=4_p=0.4_c1=8.2_c2=11.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,17.95735753,4.406342023,true,0.8638238351,0.02708946821,18.59166667,19.25,18.5,0.95,0.9666666667,0.01724137931,false,,,5,20,4,19,0.5,0.5,8.2,11.6,0.4
m1=5_m2=4_p=0.4_c1=8.2_c2=11.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,17.94219091,4.406676193,true,0.8628127275,0.02711174623,18.81111111,19.25,18.66666667,0.95,0.9777777778,0.01136363636,false,,,5,20,4,19,0.5,0.5,8.2,11.7,0.4
m1=5_m2=4_p=0.4_c1=8.2_c2=11.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,17.92702655,4.407010864,true,0.8618017697,0.02713405762,19.03055556,19.25,18.83333333,0.95,0.9888888889,0.005617977528,false,,,5,20,4,19,0.5,0.5,8.2,11.8,0.4
m1=5_m2=4_p=0.4_c1=8.3_c2=11.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.64499349,4.391747326,true,0.9096662328,0.02611648838,18.61111111,19.5,18.33333333,0.9666666667,0.9555555556,0.02325581395,false,,,5,20,4,19,0.5,0.5,8.3,11.5,0.4
m1=5_m2=4_p=0.4_c1=8.3_c2=11.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.6348218,4.391955571,true,0.9089881198,0.02613037139,18.83333333,19.5,18.5,0.9666666667,0.9666666667,0.01724137931,false,,,5,20,4,19,0.5,0.5,8.3,11.6,0.4
m1=5_m2=4_p=0.4_c1=8.3_c2=11.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.62465102,4.392164019,true,0.9083100679,0.02614426792,19.05555556,19.5,18.66666667,0.9666666667,0.9777777778,0.01136363636,false,,,5,20,4,19,0.5,0.5,8.3,11.7,0.4
m1=5_m2=4_p=0.4_c1=8.3_c2=11.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.61448115,4.39237267,true,0.907632077,0.02615817798,19.27777778,19.5,18.83333333,0.9666666667,0.9888888889,0.005617977528,false,,,5,20,4,19,0.5,0.5,8.3,11.8,0.4
m1=5_m2=4_p=0.4_c1=8.4_c2=11.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.32091529,4.378388177,true,0.954727686,0.02522587846,18.85,19.75,18.33333333,0.9833333333,0.9555555556,0.02325581395,false,,,5,20,4,19,0.5,0.5,8.4,11.5,0.4
m1=5_m2=4_p=0.4_c1=8.4_c2=11.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.31580234,4.37848581,true,0.9543868226,0.02523238734,19.075,19.75,18.5,0.9833333333,0.9666666667,0.01724137931,false,,,5,20,4,19,0.5,0.5,8.4,11.6,0.4
m1=5_m2=4_p=0.4_c1=8.4_c2=11.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.3106896,4.37858349,true,0.9540459732,0.02523889931,19.3,19.75,18.66666667,0.9833333333,0.9777777778,0.01136363636,false,,,5,20,4,19,0.5,0.5,8.4,11.7,0.4
m1=5_m2=4_p=0.4_c1=8.4_c2=11.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.30557707,4.378681216,true,0.9537051378,0.02524541438,19.525,19.75,18.83333333,0.9833333333,0.9888888889,0.005617977528,false,,,5,20,4,19,0.5,0.5,8.4,11.8,0.4
m1=5_m2=4_p=0.5_c1=10.1_c2=9.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.07464492,4.403776225,true,0.8716429943,0.02691841498,18.14933333,19.2,18.2,0.9466666667,0.9466666667,0.02816901408,false,,,5,20,4,19,0.5,0.5,10.1,9.6,0.5
m1=5_m2=4_p=0.5_c1=10.1_c2=9.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.05844178,4.404128757,true,0.8705627853,0.0269419171,18.412,19.2,18.4,0.9466666667,0.96,0.02083333333,false,,,5,20,4,19,0.5,0.5,10.1,9.7,0.5
m1=5_m2=4_p=0.5_c1=10.1_c2=9.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.04224115,4.40448185,true,0.8694827434,0.02696545665,18.67466667,19.2,18.6,0.9466666667,0.9733333333,0.01369863014,false,,,5,20,4,19,0.5,0.5,10.1,9.8,0.5
m1=5_m2=4_p=0.5_c1=10.1_c2=9.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.02604304,4.404835506,true,0.8684028691,0.02698903371,18.93733333,19.2,18.8,0.9466666667,0.9866666667,0.006756756757,false,,,5,20,4,19,0.5,0.5,10.1,9.9,0.5
m1=5_m2=4_p=0.5_c1=10.2_c2=9.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.55361084,4.393626177,true,0.903574056,0.02624174516,18.33866667,19.4,18.2,0.96,0.9466666667,0.02816901408,false,,,5,20,4,19,0.5,0.5,10.2,9.6,0.5
m1=5_m2=4_p=0.5_c1=10.2_c2=9.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.54140971,4.393878401,true,0.9027606473,0.02625856004,18.604,19.4,18.4,0.96,0.96,0.02083333333,false,,,5,20,4,19,0.5,0.5,10.2,9.7,0.5
m1=5_m2=4_p=0.5_c1=10.2_c2=9.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.52920991,4.39413092,true,0.9019473271,0.02627539464,18.86933333,19.4,18.6,0.96,0.9733333333,0.01369863014,false,,,5,20,4,19,0.5,0.5,10.2,9.8,0.5
m1=5_m2=4_p=0.5_c1=10.2_c2=9.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.51701143,4.394383735,true,0.9011340955,0.02629224901,19.13466667,19.4,18.8,0.96,0.9866666667,0.006756756757,false,,,5,20,4,19,0.5,0.5,10.2,9.9,0.5
m1=5_m2=4_p=0.5_c1=10.3_c2=9.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.03422506,4.383941517,true,0.9356150043,0.02559610112,18.528,19.6,18.2,0.9733333333,0.9466666667,0.02816901408,false,,,5,20,4,19,0.5,0.5,10.3,9.6,0.5
m1=5_m2=4_p=0.5_c1=10.3_c2=9.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.0260604,4.384102059,true,0.9350706932,0.02560680392,18.796,19.6,18.4,0.9733333333,0.96,0.02083333333,false,,,5,20,4,19,0.5,0.5,10.3,9.7,0.5
m1=5_m2=4_p=0.5_c1=10.3_c2=9.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.01789629,4.384262724,true,0.9345264193,0.02561751495,19.064,19.6,18.6,0.9733333333,0.9733333333,0.01369863014,false,,,5,20,4,19,0.5,0.5,10.3,9.8,0.5
m1=5_m2=4_p=0.5_c1=10.3_c2=9.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.00973274,4.384423513,true,0.9339821825,0.02562823421,19.332,19.6,18.8,0.9733333333,0.9866666667,0.006756756757,false,,,5,20,4,19,0.5,0.5,10.3,9.9,0.5
m1=5_m2=4_p=0.5_c1=10.4_c2=9.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.5163861,4.374693012,true,0.9677590733,0.02497953414,18.71733333,19.8,18.2,0.9866666667,0.9466666667,0.02816901408,false,,,5,20,4,19,0.5,0.5,10.4,9.6,0.5
m1=5_m2=4_p=0.5_c1=10.4_c2=9.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.51228938,4.374769716,true,0.9674859585,0.02498464771,18.988,19.8,18.4,0.9866666667,0.96,0.02083333333,false,,,5,20,4,19,0.5,0.5,10.4,9.7,0.5
m1=5_m2=4_p=0.5_c1=10.4_c2=9.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.50819279,4.374846448,true,0.9672128525,0.02498976321,19.25866667,19.8,18.6,0.9866666667,0.9733333333,0.01369863014,false,,,5,20,4,19,0.5,0.5,10.4,9.8,0.5
m1=5_m2=4_p=0.5_c1=10.4_c2=9.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,19.50409633,4.37492321,true,0.9669397552,0.02499488064,19.52933333,19.8,18.8,0.9866666667,0.9866666667,0.006756756757,false,,,5,20,4,19,0.5,0.5,10.4,9.9,0.5
m1=5_m2=4_p=0.6_c1=12.1_c2=7.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.59172404,4.392840373,true,0.9061149359,0.02618935823,18.01111111,19.33333333,18,0.9555555556,0.9333333333,0.03571428571,false,,,5,20,4,19,0.5,0.5,12.1,7.7,0.6
m1=5_m2=4_p=0.6_c1=12.1_c2=7.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,18.57815703,4.393119733,true,0.9052104687,0.02620798221,18.34166667,19.33333333,18.25,0.9555555556,0.95,0.02631578947,false,,,5,20,4,19,0.5,0.5,12.1,7.8,0.6
